"Postcode","Total","Males","Females","Occupied_Households"
"AL8 7AJ",26,9,17,12
"AL8 7AL",46,22,24,23
"AL8 7AN",26,10,16,11
"AL8 7AP",72,37,35,35
"AL8 7AQ",52,23,29,15
"AL8 7AT",14,6,8,8
"AL8 7AW",105,53,52,42
"AL8 7AX",17,9,8,8
"AL8 7AY",15,8,7,5
"AL8 7AZ",33,13,20,9
"AL8 7BA",22,8,14,9
"AL8 7BB",42,19,23,15
"AL8 7BD",33,14,19,12
"AL8 7BE",35,18,17,15
"AL8 7BG",79,41,38,29
"AL8 7BH",45,22,23,16
"AL8 7BJ",45,22,23,15
"AL8 7BL",17,7,10,9
"AL8 7BN",35,17,18,14
"AL8 7BQ",30,17,13,9
"AL8 7BS",17,9,8,4
"AL8 7BT",13,7,6,5
"AL8 7BU",9,6,3,2
"AL8 7BW",33,13,20,15
"AL8 7DF",12,6,6,3
"AL8 7DG",18,8,10,9
"AL8 7DH",48,21,27,19
"AL8 7DJ",15,7,8,6
"AL8 7DL",11,5,6,4
"AL8 7DN",48,19,29,18
"AL8 7DP",30,16,14,12
"AL8 7DQ",55,32,23,17
"AL8 7DR",26,11,15,11
"AL8 7DS",38,20,18,13
"AL8 7DW",29,13,16,11
"AL8 7EA",23,12,11,13
"AL8 7EB",16,8,8,4
"AL8 7ED",71,32,39,27
"AL8 7EE",54,28,26,22
"AL8 7EF",57,22,35,29
"AL8 7EG",28,10,18,15
"AL8 7EH",69,34,35,28
"AL8 7EJ",39,16,23,13
"AL8 7EL",17,10,7,6
"AL8 7EN",57,24,33,23
"AL8 7EP",11,4,7,4
"AL8 7EQ",57,24,33,20
"AL8 7EW",73,33,40,25
"AL8 7HA",43,14,29,19
"AL8 7HB",31,19,12,14
"AL8 7HD",55,25,30,27
"AL8 7HE",37,15,22,12
"AL8 7HF",70,32,38,29
"AL8 7HG",38,15,23,19
"AL8 7HH",57,31,26,24
"AL8 7HJ",49,19,30,20
"AL8 7HL",13,5,8,7
"AL8 7HN",19,8,11,8
"AL8 7HP",56,26,30,25
"AL8 7HQ",38,18,20,17
"AL8 7HR",15,4,11,6
"AL8 7HS",4,3,1,2
"AL8 7HT",27,15,12,9
"AL8 7HU",20,9,11,6
"AL8 7HW",52,24,28,21
"AL8 7HX",44,19,25,17
"AL8 7HY",11,5,6,5
"AL8 7HZ",53,31,22,20
"AL8 7JA",42,20,22,17
"AL8 7JB",11,5,6,4
"AL8 7JD",29,18,11,15
"AL8 7JE",91,38,53,42
"AL8 7JP",22,8,14,7
"AL8 7JQ",44,23,21,17
"AL8 7JS",7,3,4,3
"AL8 7JT",40,16,24,12
"AL8 7JU",30,14,16,12
"AL8 7JW",33,14,19,14
"AL8 7JX",22,9,13,9
"AL8 7JY",7,3,4,3
"AL8 7JZ",58,24,34,26
"AL8 7LA",85,42,43,32
"AL8 7LB",21,11,10,8
"AL8 7LD",20,9,11,6
"AL8 7LE",7,3,4,3
"AL8 7LF",55,25,30,23
"AL8 7LG",15,6,9,7
"AL8 7LH",22,11,11,10
"AL8 7LJ",57,29,28,25
"AL8 7LU",7,2,5,2
"AL8 7LX",20,9,11,9
"AL8 7LY",17,8,9,6
"AL8 7LZ",7,4,3,4
"AL8 7NA",30,15,15,16
"AL8 7NB",83,46,37,27
"AL8 7ND",22,13,9,9
"AL8 7NF",37,15,22,16
"AL8 7NG",19,9,10,7
"AL8 7NH",6,2,4,2
"AL8 7NJ",27,12,15,11
"AL8 7NN",9,4,5,4
"AL8 7NQ",65,34,31,21
"AL8 7NR",29,10,19,14
"AL8 7NS",30,16,14,11
"AL8 7NU",21,9,12,9
"AL8 7NW",108,51,57,34
"AL8 7NX",27,14,13,12
"AL8 7PA",40,21,19,18
"AL8 7PB",20,8,12,8
"AL8 7PD",12,6,6,4
"AL8 7PE",12,8,4,4
"AL8 7PF",26,14,12,10
"AL8 7PG",51,22,29,20
"AL8 7PH",13,7,6,6
"AL8 7PJ",76,35,41,26
"AL8 7PL",37,18,19,11
"AL8 7PN",20,12,8,7
"AL8 7PP",6,3,3,3
"AL8 7PQ",65,28,37,27
"AL8 7PR",19,7,12,10
"AL8 7PS",58,31,27,23
"AL8 7PT",18,7,11,8
"AL8 7PU",65,26,39,29
"AL8 7PW",21,11,10,9
"AL8 7PX",83,36,47,33
"AL8 7PY",85,39,46,34
"AL8 7PZ",8,3,5,7
"AL8 7QA",140,72,68,50
"AL8 7QB",101,49,52,45
"AL8 7QG",34,20,14,9
"AL8 7QH",66,34,32,25
"AL8 7QJ",46,25,21,19
"AL8 7QL",38,14,24,14
"AL8 7QN",28,15,13,9
"AL8 7QP",67,30,37,29
"AL8 7QR",28,15,13,11
"AL8 7QS",40,16,24,18
"AL8 7QT",8,5,3,3
"AL8 7QU",75,40,35,25
"AL8 7QW",30,15,15,12
"AL8 7QX",46,25,21,17
"AL8 7QY",47,23,24,15
"AL8 7QZ",96,40,56,38
"AL8 7RA",50,25,25,17
"AL8 7RB",67,27,40,28
"AL8 7RD",66,28,38,26
"AL8 7RE",9,6,3,4
"AL8 7RF",33,12,21,14
"AL8 7RG",32,13,19,11
"AL8 7RH",10,7,3,5
"AL8 7RJ",11,3,8,4
"AL8 7RL",54,27,27,30
"AL8 7RQ",33,17,16,14
"AL8 7RT",32,16,16,13
"AL8 7RU",15,8,7,8
"AL8 7RX",31,12,19,14
"AL8 7RY",5,2,3,2
"AL8 7RZ",36,19,17,11
"AL8 7SB",17,6,11,8
"AL8 7SE",17,10,7,7
"AL8 7SF",25,11,14,10
"AL8 7SG",53,26,27,20
"AL8 7SH",27,15,12,12
"AL8 7SJ",33,17,16,13
"AL8 7SL",23,11,12,8
"AL8 7SN",61,37,24,26
"AL8 7SQ",31,18,13,12
"AL8 7SR",77,20,57,6
"AL8 7ST",64,34,30,32
"AL8 7SU",37,18,19,16
"AL8 7TA",18,10,8,11
"AL8 7TB",4,4,0,1
"AL8 7TD",18,1,17,0
"AL8 7TE",12,7,5,4
"AL8 7TF",2,1,1,1
"AL8 7TG",7,4,3,3
"AL8 7TH",69,32,37,28
"AL8 7TJ",72,41,31,23
"AL8 7TL",71,32,39,29
"AL8 7TN",58,31,27,25
"AL8 7TP",41,19,22,21
"AL8 7TR",31,15,16,14
"AL8 7TS",1,1,0,1
"AL8 7TT",16,8,8,4
"AL8 7TU",56,25,31,23
"AL8 7TX",38,23,15,11
"AL8 7TY",71,39,32,25
"AL8 7XA",5,1,4,2
"AL8 7XB",2,1,1,1
"AL8 7XD",5,2,3,2
"AL8 7XE",46,21,25,17
"AL8 7XG",2,1,1,1
"AL8 7XH",12,9,3,3
"AL9 5AB",2,1,1,1
"AL9 5AD",6,4,2,5
"AL9 5AE",5,4,1,3
"AL9 5AF",5,2,3,3
"AL9 5AH",33,17,16,19
"AL9 5AJ",8,4,4,4
"AL9 5AL",5,5,0,4
"AL9 5AN",20,8,12,11
"AL9 5AP",3,1,2,1
"AL9 5AR",40,11,29,6
"AL9 5AS",21,12,9,10
"AL9 5AT",10,6,4,4
"AL9 5AW",35,19,16,16
"AL9 5AX",5,4,1,3
"AL9 5AY",60,27,33,36
"AL9 5AZ",12,5,7,6
"AL9 5BA",3,2,1,2
"AL9 5BB",15,9,6,13
"AL9 5BD",5,3,2,3
"AL9 5BG",2,1,1,1
"AL9 5BW",29,19,10,19
"AL9 5BX",11,7,4,3
"AL9 5BY",19,9,10,6
"AL9 5BZ",76,38,38,26
"AL9 5DB",12,5,7,4
"AL9 5DE",110,58,52,50
"AL9 5DF",7,2,5,2
"AL9 5DH",18,11,7,7
"AL9 5DJ",15,8,7,6
"AL9 5DL",81,38,43,32
"AL9 5DN",40,21,19,18
"AL9 5DP",67,34,33,24
"AL9 5DQ",72,35,37,32
"AL9 5DR",11,6,5,5
"AL9 5DS",34,19,15,10
"AL9 5DU",10,5,5,5
"AL9 5DW",13,7,6,5
"AL9 5DX",25,14,11,11
"AL9 5DY",30,16,14,10
"AL9 5DZ",18,7,11,10
"AL9 5EA",10,5,5,4
"AL9 5EB",68,37,31,25
"AL9 5ED",52,27,25,16
"AL9 5EF",12,7,5,8
"AL9 5EG",80,50,30,36
"AL9 5EP",12,7,5,7
"AL9 5ES",52,31,21,24
"AL9 5EX",39,18,21,20
"AL9 5EY",43,19,24,20
"AL9 5EZ",14,9,5,6
"AL9 5HA",90,39,51,43
"AL9 5HB",103,49,54,44
"AL9 5HE",51,23,28,22
"AL9 5HF",30,15,15,10
"AL9 5HG",15,9,6,6
"AL9 5HH",33,16,17,12
"AL9 5HJ",10,5,5,4
"AL9 5HL",19,8,11,7
"AL9 5HN",7,4,3,4
"AL9 5HQ",48,20,28,15
"AL9 5HW",28,14,14,11
"AL9 5HX",26,11,15,18
"AL9 5HY",20,9,11,13
"AL9 5HZ",23,13,10,18
"AL9 5JD",15,5,10,6
"AL9 5JE",15,8,7,9
"AL9 5JF",33,16,17,13
"AL9 5JG",20,9,11,11
"AL9 5JN",1,1,0,1
"AL9 5JX",4,2,2,2
"AL9 5LP",13,5,8,7
"AL9 5LR",25,15,10,9
"AL9 5LZ",6,3,3,2
"AL9 5NA",6,3,3,3
"AL9 5NB",7,4,3,3
"AL9 5NE",2,0,2,1
"AL9 5NG",7,3,4,3
"AL9 5NH",6,2,4,4
"AL9 5NJ",10,6,4,3
"AL9 5NL",5,2,3,2
"AL9 5NN",6,4,2,2
"AL9 5NT",2,0,2,2
"AL9 5NU",13,6,7,6
"AL9 5NW",5,2,3,3
"AL9 5NX",18,8,10,6
"AL9 5NY",12,6,6,6
"AL9 5NZ",2,1,1,1
"AL9 5PA",11,3,8,3
"AL9 5PB",3,3,0,3
"AL9 5PD",5,2,3,3
"AL9 5PE",3,2,1,1
"AL9 5PF",2,1,1,1
"AL9 5PG",3,2,1,2
"AL9 5PH",5,3,2,2
"AL9 5PJ",2,1,1,1
"AL9 5PL",2,1,1,1
"AL9 5PQ",13,5,8,5
"AL9 5RE",30,9,21,18
"AL9 5RF",16,7,9,6
"AL9 5RG",7,4,3,3
"AL9 5RL",21,9,12,12
"AL9 5RQ",10,2,8,5
"AL9 5SA",2,1,1,1
"AL9 5SB",2,1,1,1
"AL9 5SD",28,13,15,11
"AL9 5SF",20,11,9,5
"AL9 6AA",6,2,4,2
"AL9 6AB",13,8,5,7
"AL9 6AD",3,2,1,1
"AL9 6AE",8,3,5,2
"AL9 6AF",4,1,3,1
"AL9 6AG",8,3,5,4
"AL9 6AH",2,1,1,1
"AL9 6AJ",13,6,7,6
"AL9 6AL",8,4,4,6
"AL9 6AN",4,3,1,2
"AL9 6AP",14,6,8,5
"AL9 6AQ",1,0,1,1
"AL9 6AR",7,3,4,2
"AL9 6AS",14,5,9,7
"AL9 6AT",21,13,8,8
"AL9 6AU",29,14,15,12
"AL9 6AW",4,2,2,1
"AL9 6AX",10,3,7,3
"AL9 6AY",31,13,18,10
"AL9 6AZ",13,6,7,5
"AL9 6BA",1,1,0,1
"AL9 6DA",30,13,17,9
"AL9 6DD",18,10,8,4
"AL9 6DE",2,1,1,1
"AL9 6DF",6,4,2,3
"AL9 6DG",66,33,33,43
"AL9 6DH",14,6,8,2
"AL9 6DJ",12,7,5,6
"AL9 6DL",6,4,2,1
"AL9 6DN",16,7,9,7
"AL9 6DP",12,4,8,4
"AL9 6DQ",5,3,2,3
"AL9 6DR",3,2,1,1
"AL9 6DS",20,10,10,9
"AL9 6DW",12,6,6,5
"AL9 6DX",5,2,3,2
"AL9 6DZ",4,2,2,2
"AL9 6EA",34,19,15,11
"AL9 6EB",15,8,7,6
"AL9 6EE",11,6,5,4
"AL9 6EF",13,8,5,6
"AL9 6EG",19,9,10,6
"AL9 6EH",2,1,1,1
"AL9 6GH",29,14,15,17
"AL9 6GJ",14,8,6,6
"AL9 6GL",4,3,1,1
"AL9 6GZ",20,10,10,7
"AL9 6HA",2,1,1,1
"AL9 6HB",4,2,2,1
"AL9 6HD",7,4,3,3
"AL9 6HE",2,1,1,2
"AL9 6HG",60,29,31,32
"AL9 6HH",17,8,9,8
"AL9 6HJ",39,19,20,16
"AL9 6HL",2,1,1,1
"AL9 6HP",2,2,0,1
"AL9 6HQ",80,40,40,29
"AL9 6HR",3,3,0,2
"AL9 6HS",13,7,6,7
"AL9 6HT",11,5,6,3
"AL9 6HU",12,6,6,5
"AL9 6HW",45,22,23,19
"AL9 6HY",2,1,1,1
"AL9 6HZ",14,5,9,7
"AL9 6JA",2,1,1,1
"AL9 6JB",18,9,9,7
"AL9 6JD",2,1,1,1
"AL9 6JE",4,2,2,2
"AL9 6JF",8,3,5,3
"AL9 6JG",11,6,5,5
"AL9 6JH",1,1,0,1
"AL9 6JJ",14,6,8,7
"AL9 6JL",4,3,1,1
"AL9 6JN",3,2,1,3
"AL9 6JP",4,2,2,2
"AL9 6JQ",10,6,4,4
"AL9 6JR",13,10,3,10
"AL9 6JS",2,1,1,1
"AL9 6JW",2,1,1,1
"AL9 6JY",12,6,6,4
"AL9 6JZ",17,9,8,5
"AL9 6LA",10,5,5,4
"AL9 6LB",74,38,36,24
"AL9 6NA",4,3,1,1
"AL9 6ND",7,3,4,2
"AL9 6NF",42,25,17,16
"AL9 6NG",49,26,23,18
"AL9 6NH",3,1,2,1
"AL9 6NJ",8,4,4,2
"AL9 6NL",3,1,2,1
"AL9 6NN",1,1,0,0
"AL9 6NP",21,9,12,12
"AL9 6NQ",2,1,1,1
"AL9 6NR",5,4,1,2
"AL9 6NS",224,8,216,6
"AL9 6NW",9,5,4,3
"AL9 6NX",19,9,10,9
"AL9 6NY",10,5,5,3
"AL9 6NZ",16,8,8,5
"AL9 6PR",2,1,1,1
"AL9 6PS",53,27,26,18
"AL9 6PT",55,29,26,19
"AL9 7AA",19,11,8,7
"AL9 7AB",20,9,11,5
"AL9 7AD",14,7,7,7
"AL9 7AE",98,55,43,34
"AL9 7AF",87,40,47,29
"AL9 7AG",40,18,22,13
"AL9 7AH",91,37,54,29
"AL9 7AJ",35,18,17,13
"AL9 7AL",64,31,33,24
"AL9 7AN",81,42,39,27
"AL9 7AQ",35,16,19,14
"AL9 7AT",3,3,0,2
"AL9 7AU",3,2,1,1
"AL9 7AX",9,3,6,5
"AL9 7AY",91,48,43,37
"AL9 7AZ",14,7,7,4
"AL9 7BA",10,4,6,4
"AL9 7BB",4,3,1,2
"AL9 7BD",11,6,5,4
"AL9 7BL",63,29,34,22
"AL9 7BN",4,3,1,1
"AL9 7BP",39,15,24,15
"AL9 7BS",62,31,31,23
"AL9 7BT",59,23,36,19
"AL9 7BU",42,18,24,14
"AL9 7BW",55,32,23,20
"AL9 7BX",43,21,22,16
"AL9 7BY",59,27,32,26
"AL9 7BZ",21,10,11,5
"AL9 7DF",15,7,8,9
"AL9 7DG",12,8,4,9
"AL9 7DH",8,3,5,4
"AL9 7DJ",25,13,12,10
"AL9 7DL",10,5,5,5
"AL9 7DN",49,19,30,25
"AL9 7DQ",24,10,14,12
"AL9 7DR",16,10,6,5
"AL9 7DS",41,20,21,27
"AL9 7DU",15,8,7,8
"AL9 7DW",4,1,3,3
"AL9 7DY",65,43,22,26
"AL9 7DZ",60,25,35,27
"AL9 7EA",72,33,39,31
"AL9 7EB",76,33,43,38
"AL9 7ED",60,26,34,31
"AL9 7EE",4,2,2,2
"AL9 7EF",47,23,24,23
"AL9 7EL",76,33,43,41
"AL9 7EN",3,1,2,1
"AL9 7EW",20,12,8,8
"AL9 7HJ",26,6,20,25
"AL9 7HN",1,1,0,1
"AL9 7HR",5,1,4,4
"AL9 7HT",6,5,1,2
"AL9 7HX",5,3,2,2
"AL9 7HZ",54,26,28,40
"AL9 7LA",2,1,1,1
"AL9 7LE",24,12,12,9
"AL9 7LF",52,21,31,23
"AL9 7LG",21,11,10,10
"AL9 7LH",23,12,11,14
"AL9 7LJ",62,28,34,30
"AL9 7LL",2,1,1,2
"AL9 7LN",29,15,14,12
"AL9 7LP",76,47,29,27
"AL9 7LQ",2,1,1,1
"AL9 7LR",40,20,20,15
"AL9 7LS",25,9,16,17
"AL9 7LT",16,9,7,7
"AL9 7LU",65,35,30,24
"AL9 7LW",126,63,63,51
"AL9 7LY",17,9,8,8
"AL9 7LZ",44,23,21,19
"AL9 7NA",45,19,26,18
"AL9 7NB",20,9,11,8
"AL9 7ND",89,45,44,35
"AL9 7NE",47,19,28,15
"AL9 7NF",52,21,31,23
"AL9 7NG",51,24,27,20
"AL9 7NH",47,28,19,29
"AL9 7NJ",85,42,43,53
"AL9 7NL",5,3,2,2
"AL9 7NN",94,46,48,63
"AL9 7NP",53,25,28,17
"AL9 7NR",78,37,41,29
"AL9 7NS",42,23,19,15
"AL9 7NU",52,26,26,20
"AL9 7NW",43,22,21,19
"AL9 7NX",3,2,1,1
"AL9 7NY",34,16,18,15
"AL9 7NZ",38,19,19,16
"AL9 7PA",41,24,17,20
"AL9 7PB",52,24,28,22
"AL9 7PD",5,2,3,2
"AL9 7PE",2,1,1,1
"AL9 7PF",28,17,11,11
"AL9 7PG",32,16,16,11
"AL9 7PH",19,9,10,11
"AL9 7PJ",5,3,2,3
"AL9 7PL",3,2,1,2
"AL9 7PN",15,9,6,7
"AL9 7PP",41,15,26,18
"AL9 7PQ",13,5,8,7
"AL9 7PR",48,21,27,17
"AL9 7PS",52,27,25,22
"AL9 7PT",81,37,44,27
"AL9 7PU",30,13,17,15
"AL9 7PW",5,1,4,2
"AL9 7PX",69,33,36,20
"AL9 7PY",53,26,27,21
"AL9 7PZ",21,10,11,9
"AL9 7QA",8,4,4,7
"AL9 7QG",68,32,36,25
"AL9 7QH",64,28,36,26
"AL9 7QJ",81,42,39,25
"AL9 7QN",17,10,7,5
"AL9 7QQ",68,32,36,24
"AL9 7QR",26,16,10,12
"AL9 7QS",17,10,7,10
"AL9 7QT",36,19,17,15
"AL9 7QW",23,13,10,11
"AL9 7QX",81,37,44,30
"AL9 7QY",76,35,41,25
"AL9 7QZ",7,4,3,3
"AL9 7RL",61,30,31,22
"AL9 7RN",79,41,38,26
"AL9 7RP",47,24,23,18
"AL9 7RR",15,6,9,8
"AL9 7RS",12,5,7,8
"AL9 7RT",46,25,21,19
"AL9 7RU",97,50,47,33
"AL9 7RW",76,33,43,25
"AL9 7RX",76,38,38,23
"AL9 7RY",30,11,19,14
"AL9 7RZ",33,11,22,13
"AL9 7SA",49,26,23,17
"AL9 7SB",32,13,19,11
"AL9 7SE",1,1,0,1
"AL9 7SL",23,12,11,12
"AL9 7ST",22,12,10,13
"AL9 7SU",30,16,14,19
"AL9 7SW",8,4,4,2
"AL9 7SX",3,1,2,2
"AL9 7SZ",8,2,6,3
"AL9 7TA",94,14,80,0
"AL9 7TB",36,14,22,14
"AL9 7TD",39,23,16,14
"AL9 7TE",2,2,0,2
"AL9 7TF",33,21,12,15
"AL9 7TG",36,14,22,11
"AL9 7TH",4,1,3,1
"AL9 7TJ",5,3,2,4
"AL9 7TL",7,1,6,4
"AL9 7TN",11,7,4,4
"AL9 7TP",28,13,15,10
"AL9 7TT",72,34,38,27
"AL9 7TU",7,4,3,2
"AL9 7TW",6,4,2,2
"AL9 7TX",15,9,6,5
"AL9 7TY",21,13,8,11
"AL9 7UG",83,36,47,37
"AL9 7UH",79,36,43,33
"AL9 7UJ",54,26,28,27
"AL9 7UL",107,50,57,40
"AL9 7UN",16,8,8,7
"AL9 7UP",17,7,10,8
"AL9 7UQ",67,34,33,31
"AL9 7UR",95,53,42,34
"AL9 7UT",88,38,50,33
"AL9 7UU",102,50,52,34
"AL9 7UW",103,52,51,34
"AL9 7UX",27,12,15,10
"AL9 7YZ",12,6,6,8
"B1  1BA",114,77,37,64
"B1  1BD",1,1,0,1
"B1  1BE",1,1,0,1
"B1  1BN",7,5,2,3
"B1  1BT",1,1,0,1
"B1  1BY",110,69,41,67
"B1  1DH",126,83,43,83
"B1  1DR",4,3,1,2
"B1  1DW",25,14,11,14
"B1  1HN",6,5,1,3
"B1  1JG",6,5,1,3
"B1  1JL",1,1,0,1
"B1  1JW",142,76,66,80
"B1  1JX",139,77,62,83
"B1  1JY",141,81,60,87
"B1  1LA",141,85,56,81
"B1  1LJ",110,64,46,71
"B1  1LP",82,39,43,56
"B1  1LS",88,56,32,58
"B1  1LW",78,49,29,51
"B1  1LY",92,51,41,51
"B1  1NB",1,1,0,1
"B1  1NH",1,1,0,1
"B1  1NN",86,53,33,58
"B1  1NS",1,1,0,1
"B1  1NX",3,2,1,1
"B1  1PP",34,19,15,25
"B1  1PQ",10,6,4,6
"B1  1PU",7,6,1,6
"B1  1PW",83,51,32,57
"B1  1QD",1,1,0,1
"B1  1QG",25,14,11,20
"B1  1QH",22,16,6,14
"B1  1QL",2,1,1,1
"B1  1QP",6,6,0,5
"B1  1RB",104,66,38,62
"B1  1RD",6,4,2,3
"B1  1RE",1,0,1,1
"B1  1RG",82,47,35,51
"B1  1RH",147,85,62,88
"B1  1RQ",1,1,0,1
"B1  1RR",37,26,11,23
"B1  1RY",21,14,7,13
"B1  1SA",8,4,4,3
"B1  1SB",699,236,463,2
"B1  1SJ",1,1,0,1
"B1  1SL",17,8,9,9
"B1  1SN",24,17,7,16
"B1  1SR",51,30,21,29
"B1  1SW",21,10,11,13
"B1  1SY",26,13,13,22
"B1  1SZ",43,22,21,26
"B1  1TB",160,87,73,94
"B1  1TH",147,87,60,87
"B1  1TS",146,84,62,90
"B1  1TW",109,60,49,64
"B1  1TX",28,18,10,18
"B1  1UB",73,48,25,59
"B1  1UD",80,65,15,61
"B1  1UE",87,62,25,61
"B1  1UF",74,61,13,55
"B1  1UG",72,51,21,57
"B1  1UH",92,64,28,64
"B1  1UJ",71,50,21,53
"B1  1UQ",82,61,21,61
"B1  2AF",123,65,58,76
"B1  2AH",42,21,21,25
"B1  2AJ",15,9,6,9
"B1  2AN",3,2,1,2
"B1  2DS",7,4,3,1
"B1  2EJ",81,51,30,46
"B1  2EL",78,42,36,40
"B1  2HJ",1,1,0,1
"B1  2JR",75,48,27,51
"B1  2JT",15,8,7,8
"B1  2JX",73,40,33,43
"B1  2LB",78,43,35,47
"B1  2LF",34,21,13,20
"B1  2LJ",272,163,109,166
"B1  2LL",21,15,6,13
"B1  2NB",204,84,120,0
"B1  2NH",89,51,38,58
"B1  2NJ",92,63,29,61
"B1  2NN",88,58,30,57
"B1  2NP",2,2,0,2
"B1  2NT",20,15,5,9
"B1  2NU",19,12,7,8
"B1  2NW",86,53,33,56
"B1  2PJ",4,2,2,2
"B1  2PL",86,40,46,41
"B1  2PN",64,37,27,39
"B1  2PP",65,34,31,29
"B1  2PR",37,21,16,12
"B1  2PS",123,61,62,40
"B1  2PT",25,11,14,13
"B1  2PU",67,27,40,25
"B1  2PW",67,38,29,42
"B1  2PX",91,40,51,31
"B1  2PY",109,62,47,36
"B1  2QA",46,21,25,18
"B1  2QB",85,33,52,33
"B1  2QD",31,17,14,19
"B1  2QL",13,9,4,8
"B1  2QQ",9,0,9,2
"B1  2RQ",2,2,0,1
"B1  2RR",16,8,8,9
"B1  2RT",96,55,41,52
"B1  2RU",44,31,13,24
"B1  2RX",33,20,13,20
"B1  2SL",52,25,27,29
"B1  2SN",47,31,16,27
"B1  2SS",36,21,15,13
"B1  2ST",29,15,14,9
"B1  2UH",44,20,24,17
"B1  2UJ",90,52,38,56
"B1  2UL",97,63,34,57
"B1  3AA",26,16,10,13
"B1  3AG",3,2,1,2
"B1  3AJ",68,40,28,42
"B1  3AP",65,39,26,37
"B1  3AQ",94,62,32,57
"B1  3AS",6,3,3,3
"B1  3DB",121,70,51,76
"B1  3DD",57,35,22,36
"B1  3DH",42,21,21,30
"B1  3EA",16,12,4,8
"B1  3EE",32,20,12,18
"B1  3EG",29,15,14,18
"B1  3EL",71,35,36,41
"B1  3EN",1,1,0,1
"B1  3EP",5,5,0,3
"B1  3ES",101,50,51,61
"B1  3HE",4,3,1,4
"B1  3HN",2,2,0,1
"B1  3HS",2,2,0,1
"B1  3JA",100,60,40,54
"B1  3JG",37,26,11,23
"B1  3JH",4,3,1,2
"B1  3JN",55,33,22,36
"B1  3JP",51,33,18,27
"B1  3JR",131,81,50,78
"B1  3LD",18,13,5,13
"B1  3ND",7,5,2,4
"B1  3NJ",1,0,1,1
"B1  3NU",3,3,0,1
"B1  3PA",3,2,1,2
"B1  3PE",10,5,5,5
"B1  3QQ",89,57,32,68
"B1  3RB",27,10,17,12
"B10 0AL",62,23,39,20
"B10 0AU",56,39,17,32
"B10 0AX",9,5,4,4
"B10 0BA",15,10,5,7
"B10 0BB",49,26,23,17
"B10 0BD",46,21,25,18
"B10 0BE",144,79,65,40
"B10 0BG",25,15,10,15
"B10 0BH",23,10,13,13
"B10 0BJ",97,45,52,28
"B10 0BL",73,35,38,19
"B10 0BN",156,70,86,44
"B10 0BP",38,18,20,11
"B10 0BS",92,46,46,37
"B10 0BU",30,19,11,23
"B10 0BX",30,17,13,13
"B10 0BY",29,17,12,22
"B10 0BZ",16,12,4,12
"B10 0DB",34,16,18,19
"B10 0DE",150,66,84,43
"B10 0DF",50,20,30,25
"B10 0DG",6,3,3,5
"B10 0DP",9,4,5,8
"B10 0DX",2,1,1,1
"B10 0DY",31,17,14,12
"B10 0DZ",23,15,8,12
"B10 0EA",22,12,10,7
"B10 0EB",72,42,30,26
"B10 0ED",93,50,43,24
"B10 0EE",86,53,33,42
"B10 0EF",80,48,32,19
"B10 0EG",53,27,26,13
"B10 0EH",167,76,91,34
"B10 0EN",102,50,52,27
"B10 0EP",64,30,34,16
"B10 0EQ",131,67,64,26
"B10 0ER",24,12,12,8
"B10 0EW",34,18,16,11
"B10 0EX",121,63,58,31
"B10 0HA",121,65,56,29
"B10 0HB",85,46,39,32
"B10 0HT",2,2,0,2
"B10 0HU",98,61,37,29
"B10 0HX",177,93,84,46
"B10 0HY",145,65,80,44
"B10 0HZ",119,70,49,37
"B10 0JA",167,83,84,48
"B10 0JB",192,87,105,51
"B10 0JD",52,25,27,14
"B10 0JE",215,101,114,57
"B10 0JF",152,81,71,36
"B10 0JG",180,82,98,47
"B10 0JH",148,82,66,32
"B10 0JJ",182,96,86,46
"B10 0JL",85,42,43,25
"B10 0JQ",128,69,59,37
"B10 0JS",19,12,7,5
"B10 0JT",83,41,42,13
"B10 0JU",85,43,42,20
"B10 0JX",28,14,14,9
"B10 0JY",50,29,21,14
"B10 0JZ",69,28,41,24
"B10 0LA",27,12,15,10
"B10 0LB",12,6,6,4
"B10 0LD",89,44,45,35
"B10 0LE",39,21,18,8
"B10 0LF",39,19,20,31
"B10 0LG",92,53,39,20
"B10 0LH",90,47,43,28
"B10 0LJ",43,30,13,25
"B10 0LL",8,4,4,2
"B10 0LP",12,7,5,5
"B10 0NJ",63,35,28,18
"B10 0NL",50,23,27,15
"B10 0NN",4,3,1,3
"B10 0NP",223,109,114,48
"B10 0NR",13,9,4,6
"B10 0NY",88,58,30,62
"B10 0NZ",80,48,32,59
"B10 0PB",9,5,4,5
"B10 0PD",2,1,1,2
"B10 0PG",3,3,0,0
"B10 0PJ",17,6,11,8
"B10 0PL",9,5,4,2
"B10 0PQ",3,1,2,1
"B10 0QA",58,28,30,18
"B10 0QH",70,43,27,57
"B10 0QJ",4,2,2,1
"B10 0QS",41,17,24,34
"B10 0QT",134,68,66,39
"B10 0RH",21,18,3,19
"B10 0RL",96,50,46,34
"B10 0RX",5,2,3,2
"B10 0SE",64,36,28,24
"B10 0SN",1,1,0,1
"B10 0SP",2,1,1,1
"B10 0SS",117,59,58,31
"B10 0ST",63,33,30,18
"B10 0SU",18,9,9,6
"B10 0SX",84,42,42,32
"B10 0TA",70,35,35,20
"B10 0TB",141,69,72,31
"B10 0TD",135,68,67,38
"B10 0TG",206,114,92,47
"B10 0TJ",6,6,0,2
"B10 0TL",168,82,86,40
